Date,Open,High,Low,Close,Adj Close,Volume
2009-12-21,2525.0,2525.0,2525.0,2525.0,2525.0,0
2009-12-22,2525.0,2525.0,2525.0,2525.0,2525.0,0
2009-12-23,2525.0,2525.0,2525.0,2525.0,2525.0,0
2009-12-24,2525.0,2525.0,2525.0,2525.0,2525.0,0
2009-12-28,1500.0,1500.0,1475.0,1475.0,1475.0,0
2009-12-29,1475.0,2125.0,1475.0,1950.0,1950.0,0
2009-12-30,2125.0,2125.0,2125.0,2125.0,2125.0,0
2009-12-31,2250.0,2250.0,2250.0,2250.0,2250.0,0
2010-01-04,2250.0,2250.0,2250.0,2250.0,2250.0,0
2010-01-05,2250.0,2250.0,2250.0,2250.0,2250.0,0
2010-01-06,2250.0,2250.0,2250.0,2250.0,2250.0,0
2010-01-07,2250.0,2250.0,2250.0,2250.0,2250.0,0
2010-01-08,2250.0,2250.0,2250.0,2250.0,2250.0,0
2010-01-11,2500.0,2500.0,2500.0,2500.0,2500.0,0
2010-01-12,2500.0,2500.0,2500.0,2500.0,2500.0,0
2010-01-13,2500.0,2500.0,2500.0,2500.0,2500.0,0
2010-01-14,2500.0,2500.0,2500.0,2500.0,2500.0,0
2010-01-15,2500.0,2500.0,2450.0,2450.0,2450.0,0
2010-01-19,2450.0,2450.0,2450.0,2450.0,2450.0,0
2010-01-20,2450.0,2450.0,2450.0,2450.0,2450.0,0
2010-01-21,2450.0,2450.0,2450.0,2450.0,2450.0,0
2010-01-22,2450.0,2450.0,2450.0,2450.0,2450.0,0
2010-01-25,2450.0,2450.0,2450.0,2450.0,2450.0,0
2010-01-26,2625.0,2625.0,2625.0,2625.0,2625.0,0
2010-01-27,2675.0,2675.0,2675.0,2675.0,2675.0,0
2010-01-28,2675.0,2675.0,2675.0,2675.0,2675.0,0
2010-01-29,2675.0,2675.0,2675.0,2675.0,2675.0,0
2010-02-01,2675.0,2675.0,2675.0,2675.0,2675.0,0
2010-02-02,2675.0,2675.0,2675.0,2675.0,2675.0,0
2010-02-03,2550.0,2550.0,2550.0,2550.0,2550.0,0
2010-02-04,2625.0,2625.0,2625.0,2625.0,2625.0,0
2010-02-05,2675.0,2675.0,2675.0,2675.0,2675.0,0
2010-02-08,2675.0,2675.0,2675.0,2675.0,2675.0,0
2010-02-09,2675.0,2675.0,2675.0,2675.0,2675.0,0
2010-02-10,2675.0,2675.0,2625.0,2625.0,2625.0,0
2010-02-11,2625.0,2700.0,2625.0,2700.0,2700.0,0
2010-02-12,2700.0,2700.0,2700.0,2700.0,2700.0,0
2010-02-16,2700.0,2700.0,2625.0,2625.0,2625.0,0
2010-02-17,2625.0,2625.0,2625.0,2625.0,2625.0,0
2010-02-18,2625.0,2625.0,2625.0,2625.0,2625.0,0
2010-02-19,2625.0,2625.0,2625.0,2625.0,2625.0,0
2010-02-22,2625.0,2650.0,2625.0,2650.0,2650.0,0
2010-02-23,2625.0,2625.0,2625.0,2625.0,2625.0,0
2010-02-24,2625.0,2625.0,2625.0,2625.0,2625.0,0
2010-02-25,2625.0,2625.0,2625.0,2625.0,2625.0,0
2010-02-26,2250.0,2575.0,2250.0,2525.0,2525.0,0
2010-03-01,2625.0,2625.0,2625.0,2625.0,2625.0,0
2010-03-02,2650.0,2700.0,2525.0,2525.0,2525.0,0
2010-03-03,2700.0,2700.0,2525.0,2525.0,2525.0,0
2010-03-04,2525.0,2700.0,2375.0,2375.0,2375.0,0
2010-03-05,2375.0,2375.0,2375.0,2375.0,2375.0,0
2010-03-08,2375.0,2375.0,2375.0,2375.0,2375.0,0
2010-03-09,2375.0,2625.0,2250.0,2525.0,2525.0,0
2010-03-10,2675.0,2675.0,2650.0,2650.0,2650.0,0
2010-03-11,2625.0,2625.0,2375.0,2500.0,2500.0,0
2010-03-12,2400.0,2400.0,2025.0,2250.0,2250.0,0
2010-03-15,2500.0,2750.0,2500.0,2750.0,2750.0,0
2010-03-16,2700.0,2700.0,2525.0,2525.0,2525.0,0
2010-03-17,2625.0,2625.0,2625.0,2625.0,2625.0,0
2010-03-18,2625.0,2625.0,2450.0,2525.0,2525.0,0
2010-03-19,2500.0,2525.0,2375.0,2375.0,2375.0,0
2010-03-22,2375.0,2375.0,2375.0,2375.0,2375.0,0
2010-03-23,2375.0,2375.0,2375.0,2375.0,2375.0,0
2010-03-24,2375.0,2375.0,2375.0,2375.0,2375.0,0
2010-03-25,2525.0,2525.0,2425.0,2425.0,2425.0,0
2010-03-26,2375.0,2525.0,2375.0,2525.0,2525.0,0
2010-03-29,2052.5,2125.0,1625.0,1625.0,1625.0,0
2010-03-30,2000.0,2000.0,2000.0,2000.0,2000.0,0
2010-03-31,2000.0,2000.0,2000.0,2000.0,2000.0,0
2010-04-01,2050.0,2050.0,2000.0,2000.0,2000.0,0
2010-04-05,200.0,200.0,185.0,187.5,187.5,0
2010-04-06,170.0,170.0,132.5,132.5,132.5,0
2010-04-07,162.5,162.5,162.5,162.5,162.5,0
2010-04-08,187.5,187.5,162.5,162.5,162.5,0
2010-04-09,1625.0,1625.0,1625.0,1625.0,1625.0,0
2010-04-12,1650.0,1650.0,1650.0,1650.0,1650.0,0
2010-04-13,1325.0,1325.0,1325.0,1325.0,1325.0,0
2010-04-14,1500.0,1500.0,1325.0,1327.5,1327.5,0
2010-04-15,1625.0,1625.0,1275.0,1275.0,1275.0,0
2010-04-16,1275.0,1275.0,1275.0,1275.0,1275.0,0
2010-04-19,1275.0,1275.0,1275.0,1275.0,1275.0,0
2010-04-20,1400.0,1400.0,1325.0,1325.0,1325.0,0
2010-04-21,1450.0,1450.0,1375.0,1375.0,1375.0,0
2010-04-22,1400.0,1425.0,1375.0,1425.0,1425.0,0
2010-04-23,1500.0,1500.0,1450.0,1500.0,1500.0,0
2010-04-26,1500.0,1500.0,1500.0,1500.0,1500.0,0
2010-04-27,1575.0,1650.0,1525.0,1650.0,1650.0,0
2010-04-28,1725.0,1875.0,1675.0,1825.0,1825.0,0
2010-04-29,1900.0,1950.0,1850.0,1875.0,1875.0,0
2010-04-30,1900.0,2487.5,1855.0,2487.5,2487.5,0
2010-05-03,2487.5,2487.5,2350.0,2350.0,2350.0,0
2010-05-04,2250.0,2487.5,2250.0,2400.0,2400.0,0
2010-05-05,2487.5,2487.5,2250.0,2487.5,2487.5,0
2010-05-06,2487.5,2487.5,2250.0,2487.5,2487.5,0
2010-05-07,2487.5,2525.0,2250.0,2250.0,2250.0,0
2010-05-10,2250.0,2375.0,2250.0,2375.0,2375.0,0
2010-05-11,2375.0,2375.0,2125.0,2125.0,2125.0,0
2010-05-12,2125.0,2125.0,2125.0,2125.0,2125.0,0
2010-05-13,2125.0,2125.0,2125.0,2125.0,2125.0,0
2010-05-14,2375.0,2375.0,2375.0,2375.0,2375.0,0
2010-05-17,2625.0,2625.0,2125.0,2375.0,2375.0,0
2010-05-18,2125.0,2525.0,2000.0,2525.0,2525.0,0
2010-05-19,2525.0,2525.0,2250.0,2525.0,2525.0,0
2010-05-20,2375.0,2400.0,2375.0,2400.0,2400.0,0
2010-05-21,2350.0,2350.0,2150.0,2150.0,2150.0,0
2010-05-24,2525.0,2525.0,2150.0,2500.0,2500.0,0
2010-05-25,2150.0,2475.0,2150.0,2150.0,2150.0,0
2010-05-26,2150.0,2150.0,2150.0,2150.0,2150.0,0
2010-05-27,2150.0,2150.0,2150.0,2150.0,2150.0,0
2010-05-28,2475.0,2475.0,2475.0,2475.0,2475.0,0
2010-06-01,2150.0,2525.0,2150.0,2525.0,2525.0,0
2010-06-02,2150.0,2525.0,2150.0,2150.0,2150.0,0
2010-06-03,2150.0,2150.0,2150.0,2150.0,2150.0,0
2010-06-04,2150.0,2150.0,2000.0,2000.0,2000.0,0
2010-06-07,2000.0,2000.0,2000.0,2000.0,2000.0,0
2010-06-08,2025.0,2125.0,2025.0,2125.0,2125.0,0
2010-06-09,2125.0,2125.0,2125.0,2125.0,2125.0,0
2010-06-10,2125.0,2125.0,2025.0,2025.0,2025.0,0
2010-06-11,2025.0,2025.0,2025.0,2025.0,2025.0,0
2010-06-14,2025.0,2025.0,2025.0,2025.0,2025.0,0
2010-06-15,1800.0,1800.0,1800.0,1800.0,1800.0,0
2010-06-16,2025.0,2025.0,2025.0,2025.0,2025.0,0
2010-06-17,2025.0,2500.0,2025.0,2400.0,2400.0,0
2010-06-18,1875.0,2400.0,1875.0,2400.0,2400.0,0
2010-06-21,2000.0,2375.0,2000.0,2375.0,2375.0,0
2010-06-22,2000.0,2000.0,2000.0,2000.0,2000.0,0
2010-06-23,2250.0,2375.0,1875.0,2125.0,2125.0,0
2010-06-24,2225.0,2225.0,2225.0,2225.0,2225.0,0
2010-06-25,2225.0,2350.0,2125.0,2150.0,2150.0,0
2010-06-28,2225.0,2250.0,2225.0,2250.0,2250.0,0
2010-06-29,2250.0,2250.0,2225.0,2250.0,2250.0,0
2010-06-30,2125.0,2125.0,2125.0,2125.0,2125.0,0
2010-07-01,2225.0,2225.0,2225.0,2225.0,2225.0,0
2010-07-02,2250.0,2250.0,2250.0,2250.0,2250.0,0
2010-07-06,2250.0,2250.0,1875.0,1875.0,1875.0,0
2010-07-07,1900.0,1900.0,1775.0,1775.0,1775.0,0
2010-07-08,1950.0,1950.0,1950.0,1950.0,1950.0,0
2010-07-09,1950.0,2250.0,1950.0,2250.0,2250.0,0
2010-07-12,2250.0,2250.0,2150.0,2150.0,2150.0,0
2010-07-13,2250.0,2250.0,1900.0,1900.0,1900.0,0
2010-07-14,2250.0,2250.0,2250.0,2250.0,2250.0,0
2010-07-15,2250.0,2250.0,1900.0,2200.0,2200.0,0
2010-07-16,2150.0,2150.0,2150.0,2150.0,2150.0,0
2010-07-19,2150.0,2150.0,2125.0,2125.0,2125.0,0
2010-07-20,2125.0,2125.0,2125.0,2125.0,2125.0,0
2010-07-21,2000.0,2000.0,1800.0,1800.0,1800.0,0
2010-07-22,1800.0,2100.0,1800.0,2075.0,2075.0,0
2010-07-23,2100.0,2100.0,2100.0,2100.0,2100.0,0
2010-07-26,2075.0,2250.0,2000.0,2250.0,2250.0,0
2010-07-27,2250.0,2250.0,2250.0,2250.0,2250.0,0
2010-07-28,2250.0,2250.0,2125.0,2200.0,2200.0,0
2010-07-29,2350.0,3000.0,2350.0,2600.0,2600.0,0
2010-07-30,2625.0,3500.0,2575.0,3500.0,3500.0,0
2010-08-02,3750.0,3750.0,3125.0,3375.0,3375.0,0
2010-08-03,3450.0,3450.0,3127.5,3127.5,3127.5,0
2010-08-04,3700.0,3700.0,2325.0,2550.0,2550.0,0
2010-08-05,2550.0,2625.0,2150.0,2375.0,2375.0,0
2010-08-06,2625.0,2625.0,2150.0,2150.0,2150.0,0
2010-08-09,2150.0,2625.0,2150.0,2575.0,2575.0,0
2010-08-10,2425.0,2500.0,2400.0,2400.0,2400.0,0
2010-08-11,2400.0,2400.0,2375.0,2375.0,2375.0,0
2010-08-12,2500.0,2500.0,2375.0,2375.0,2375.0,0
2010-08-13,2525.0,2525.0,2375.0,2525.0,2525.0,0
2010-08-16,2575.0,2575.0,2575.0,2575.0,2575.0,0
2010-08-17,2575.0,2600.0,2500.0,2500.0,2500.0,0
2010-08-18,2625.0,2625.0,2625.0,2625.0,2625.0,0
